0 0
0.00502513 0.00666859
0.0100503 0.00923588
0.0150754 0.0110827
0.0201005 0.0125439
0.0251256 0.0137532
0.0301508 0.014781
0.0351759 0.0156704
0.040201 0.0164504
0.0452261 0.0171415
0.0502513 0.017759
0.0552764 0.0183146
0.0603015 0.0188176
0.0653266 0.0192757
0.0703518 0.0196948
0.0753769 0.0200802
0.080402 0.0204361
0.0854271 0.0207663
0.0904523 0.0210737
0.0954774 0.0213611
0.100503 0.0216308
0.105528 0.0218848
0.110553 0.0221248
0.115578 0.0223523
0.120603 0.0225687
0.125628 0.0227751
0.130653 0.0229725
0.135678 0.0231618
0.140704 0.0233438
0.145729 0.0235191
0.150754 0.0236883
0.155779 0.023852
0.160804 0.0240105
0.165829 0.0241643
0.170854 0.0243137
0.175879 0.0244589
0.180905 0.0246003
0.18593 0.0247379
0.190955 0.0248721
0.19598 0.0250028
0.201005 0.0251303
0.20603 0.0252546
0.211055 0.0253757
0.21608 0.0254939
0.221106 0.025609
0.226131 0.0257211
0.231156 0.0258303
0.236181 0.0259365
0.241206 0.0260398
0.246231 0.0261401
0.251256 0.0262373
0.256281 0.0263316
0.261307 0.0264229
0.266332 0.0265111
0.271357 0.0265962
0.276382 0.0266782
0.281407 0.0267571
0.286432 0.0268329
0.291457 0.0269054
0.296482 0.0269748
0.301508 0.0270409
0.306533 0.0271038
0.311558 0.0271634
0.316583 0.0272197
0.321608 0.0272728
0.326633 0.0273225
0.331658 0.0273689
0.336683 0.027412
0.341709 0.0274519
0.346734 0.0274884
0.351759 0.0275216
0.356784 0.0275515
0.361809 0.0275782
0.366834 0.0276016
0.371859 0.0276219
0.376884 0.0276389
0.38191 0.0276527
0.386935 0.0276634
0.39196 0.027671
0.396985 0.0276755
0.40201 0.0276771
0.407035 0.0276756
0.41206 0.0276712
0.417085 0.0276639
0.422111 0.0276538
0.427136 0.0276409
0.432161 0.0276253
0.437186 0.027607
0.442211 0.027586
0.447236 0.0275625
0.452261 0.0275365
0.457286 0.0275081
0.462312 0.0274772
0.467337 0.027444
0.472362 0.0274085
0.477387 0.0273708
0.482412 0.0273309
0.487437 0.0272889
0.492462 0.0272449
0.497487 0.0271988
0.502513 0.0271507
0.507538 0.0271007
0.512563 0.0270489
0.517588 0.0269952
0.522613 0.0269397
0.527638 0.0268824
0.532663 0.0268234
0.537688 0.0267627
0.542714 0.0267003
0.547739 0.0266363
0.552764 0.0265706
0.557789 0.0265032
0.562814 0.0264343
0.567839 0.0263637
0.572864 0.0262914
0.577889 0.0262175
0.582915 0.026142
0.58794 0.0260648
0.592965 0.0259858
0.59799 0.0259052
0.603015 0.0258227
0.60804 0.0257384
0.613065 0.0256523
0.61809 0.0255642
0.623116 0.0254741
0.628141 0.0253819
0.633166 0.0252876
0.638191 0.0251911
0.643216 0.0250922
0.648241 0.0249909
0.653266 0.0248871
0.658291 0.0247806
0.663317 0.0246714
0.668342 0.0245592
0.673367 0.024444
0.678392 0.0243257
0.683417 0.024204
0.688442 0.0240789
0.693467 0.02395
0.698492 0.0238174
0.703518 0.0236808
0.708543 0.02354
0.713568 0.0233948
0.718593 0.0232451
0.723618 0.0230906
0.728643 0.0229311
